Date;Recip_County;Recip_State;Series_Complete_Pop_Pct;;; 
11/15/2021;Burnett County;WI;52,1;;;
11/15/2021;Lea County;NM;39,2;;;
11/15/2021;McMinn County;TN;36,4;;;
11/15/2021;Calhoun County;WV;12,5;;;
11/15/2021;Logan County;KY;46,9;;;
11/15/2021;Pike County;IL;37,6;;;
11/15/2021;Unknown County;NE;0;;;
11/15/2021;Catahoula Parish;LA;37;;;
11/15/2021;Milam County;TX;41,4;;;
11/15/2021;Murray County;GA;16,6;;;
11/15/2021;Waynesboro city;VA;42,4;;;
11/15/2021;Herkimer County;NY;54;;;
11/15/2021;Thomas County;GA;24,7;;;
11/15/2021;Brown County;MN;60,4;;;
11/15/2021;Cobb County;GA;39,7;;;
11/15/2021;Clark County;IL;44,2;;;
11/15/2021;Douglas County;NE;58,6;;;
11/15/2021;Franklin County;FL;45,2;;;
11/15/2021;Ramsey County;ND;52,3;;;
11/15/2021;Scott County;IA;54,2;;;
11/15/2021;Granville County;NC;55,8;;;
11/15/2021;Lyon County;NV;37,7;;;
11/15/2021;Colonial Heights city;VA;36;;;
11/15/2021;Pulaski County;VA;41,2;;;
11/15/2021;Yell County;AR;44,5;;;
11/15/2021;Morton County;KS;37,3;;;
11/15/2021;Sioux County;NE;23;;;
11/15/2021;Ouachita County;AR;49,8;;;
11/15/2021;Harrison County;MO;31;;;
11/15/2021;Towner County;ND;43,4;;;
11/15/2021;Page County;IA;49,1;;;
11/15/2021;Poweshiek County;IA;54;;;
11/15/2021;Jones County;GA;25;;;
11/15/2021;Door County;WI;72,4;;;
11/15/2021;Jones County;MS;39,2;;;
11/15/2021;Henry County;GA;21,9;;;
11/15/2021;Wabaunsee County;KS;43,3;;;
11/15/2021;Lafayette County;FL;36,5;;;
11/15/2021;Knott County;KY;44,4;;;
11/15/2021;Armstrong County;TX;36,3;;;
11/15/2021;Saline County;IL;44,4;;;
11/15/2021;Larimer County;CO;61,7;;;
11/15/2021;Southeast Fairbanks Census Area;AK;30,1;;;
11/15/2021;Johnston County;NC;46,5;;;
11/15/2021;Halifax County;VA;40,8;;;
11/15/2021;Ray County;MO;36,5;;;
11/15/2021;Pearl River County;MS;42,1;;;
11/15/2021;Bourbon County;KY;51,3;;;
11/15/2021;Orange County;NY;59,7;;;
11/15/2021;Yalobusha County;MS;60,4;;;
11/15/2021;Jackson County;KY;32,7;;;
11/15/2021;Grant County;MN;50,6;;;
11/15/2021;Forsyth County;NC;55,3;;;
11/15/2021;Providence County;RI;63,4;;;
11/15/2021;Ector County;TX;38,7;;;
11/15/2021;Passaic County;NJ;61,9;;;
11/15/2021;Elmore County;AL;39,3;;;
11/15/2021;Union Parish;LA;41,6;;;
11/15/2021;Crane County;TX;32,6;;;
11/15/2021;Wyoming County;WV;36,3;;;
11/15/2021;Navarro County;TX;40,9;;;
11/15/2021;Ritchie County;WV;19,2;;;
11/15/2021;Hillsborough County;FL;55,5;;;
11/15/2021;Wayne County;IN;45,2;;;
11/15/2021;Wetzel County;WV;10,7;;;
11/15/2021;Hamilton County;NE;41,4;;;
11/15/2021;Allen County;KS;41,1;;;
11/15/2021;Union County;FL;33,2;;;
11/15/2021;Washington County;IA;52,5;;;
11/15/2021;Monroe County;AL;39,8;;;
11/15/2021;Okaloosa County;FL;53,5;;;
11/15/2021;DeKalb County;TN;37,6;;;
11/15/2021;Kidder County;ND;29,7;;;
11/15/2021;Garrett County;MD;44,9;;;
11/15/2021;Montgomery County;TN;52,3;;;
11/15/2021;Morgan County;OH;38,4;;;
11/15/2021;Prince George's County;MD;64,6;;;
11/15/2021;Richmond city;VA;41;;;
11/15/2021;Freestone County;TX;34,5;;;
11/15/2021;Montgomery County;PA;63,4;;;
11/15/2021;Phelps County;NE;35,7;;;
11/15/2021;Union County;KY;37,3;;;
11/15/2021;Washington County;KY;46,6;;;
11/15/2021;Turner County;SD;48;;;
11/15/2021;Steele County;ND;42,6;;;
11/15/2021;Floyd County;GA;18,5;;;
11/15/2021;Sheridan County;KS;33,1;;;
11/15/2021;Polk County;OR;58,4;;;
11/15/2021;Grundy County;TN;27,8;;;
11/15/2021;Monroe County;GA;13,1;;;
11/15/2021;Bailey County;TX;35,4;;;
11/15/2021;Burt County;NE;53,1;;;
11/15/2021;McLennan County;TX;46,5;;;
11/15/2021;Lafayette County;MO;42;;;
11/15/2021;Calcasieu Parish;LA;38,5;;;
11/15/2021;Lafayette Parish;LA;45,9;;;
11/15/2021;Moore County;NC;52,2;;;
11/15/2021;Clarendon County;SC;42,8;;;
11/15/2021;Jo Daviess County;IL;64;;;
11/15/2021;Jackson County;MO;50,3;;;
11/15/2021;Carbon County;WY;40,2;;;
11/15/2021;Polk County;AR;32,2;;;
11/15/2021;Kendall County;IL;60,3;;;
11/15/2021;Schuylkill County;PA;58,1;;;
11/15/2021;Clark County;NV;50,6;;;
11/15/2021;Penuelas Municipio;PR;71,7;;;
11/15/2021;Benton County;IA;53,1;;;
11/15/2021;Clark County;WI;34,1;;;
11/15/2021;Norfolk city;VA;49,2;;;
11/15/2021;Rolette County;ND;55,4;;;
11/15/2021;Texas County;MO;30,1;;;
11/15/2021;Seneca County;NY;49,4;;;
11/15/2021;Boone County;WV;30,5;;;
11/15/2021;Tioga County;NY;55,3;;;
11/15/2021;Person County;NC;51,1;;;
11/15/2021;Howard County;TX;35;;;
11/15/2021;Fremont County;IA;47,3;;;
11/15/2021;Houston County;MN;55,8;;;
11/15/2021;Franklin County;VT;32,9;;;
11/15/2021;Stanton County;KS;45,9;;;
11/15/2021;Cedar County;IA;55,3;;;
11/15/2021;Jackson County;AL;44,3;;;
11/15/2021;Coshocton County;OH;35,5;;;
11/15/2021;Benewah County;ID;44,3;;;
11/15/2021;Cowlitz County;WA;53,9;;;
11/15/2021;Caswell County;NC;46,1;;;
11/15/2021;Mason County;WA;54,8;;;
11/15/2021;Colquitt County;GA;21,1;;;
11/15/2021;Ouachita Parish;LA;41,1;;;
11/15/2021;Walton County;FL;43,4;;;
11/15/2021;Jefferson Davis Parish;LA;33,7;;;
11/15/2021;Calhoun County;FL;32;;;
11/15/2021;Hughes County;SD;64;;;
11/15/2021;Amherst County;VA;43,9;;;
11/15/2021;Palo Pinto County;TX;34,1;;;
11/15/2021;Mercer County;ND;35,6;;;
11/15/2021;Noble County;OH;39,5;;;
11/15/2021;Richland County;ND;46,9;;;
11/15/2021;Kenosha County;WI;53,4;;;
11/15/2021;Pocahontas County;IA;49,2;;;
11/15/2021;Antrim County;MI;54,7;;;
11/15/2021;Madison County;MS;58,3;;;
11/15/2021;Collin County;TX;60,5;;;
11/15/2021;Nowata County;OK;38;;;
11/15/2021;Reynolds County;MO;23,8;;;
11/15/2021;Louisa County;VA;40,5;;;
11/15/2021;Chouteau County;MT;28,9;;;
11/15/2021;Pawnee County;OK;45;;;
11/15/2021;Park County;MT;53,1;;;
11/15/2021;Menominee County;WI;70,8;;;
11/15/2021;Bristol city;VA;62,6;;;
11/15/2021;Chase County;KS;41,7;;;
11/15/2021;Livingston County;KY;45,6;;;
11/15/2021;Pike County;MS;45,2;;;
11/15/2021;Day County;SD;58,5;;;
11/15/2021;Bleckley County;GA;12,3;;;
11/15/2021;Watauga County;NC;49,6;;;
11/15/2021;Burnet County;TX;47,6;;;
11/15/2021;Lee County;FL;57;;;
11/15/2021;Jones County;SD;64,2;;;
11/15/2021;Mariposa County;CA;0;;;
11/15/2021;Mono County;CA;0;;;
11/15/2021;Warren County;IN;42,2;;;
11/15/2021;Wayne County;MI;49,2;;;
11/15/2021;Ponce Municipio;PR;78;;;
11/15/2021;Yankton County;SD;58,1;;;
11/15/2021;Sevier County;UT;38,1;;;
11/15/2021;Douglas County;IL;44,1;;;
11/15/2021;Sutton County;TX;40,6;;;
11/15/2021;Linn County;MO;42,5;;;
11/15/2021;Kenedy County;TX;50,7;;;
11/15/2021;Monroe County;WV;30;;;
11/15/2021;Cabell County;WV;22,1;;;
11/15/2021;Oconto County;WI;48,9;;;
11/15/2021;Alfalfa County;OK;42,4;;;
11/15/2021;Scott County;IL;39;;;
11/15/2021;LaSalle County;IL;29,3;;;
11/15/2021;Carolina Municipio;PR;73;;;
11/15/2021;Stevens County;KS;32,6;;;
11/15/2021;Schuyler County;MO;26,3;;;
11/15/2021;Guadalupe County;TX;49,4;;;
11/15/2021;Pike County;AR;39,3;;;
11/15/2021;Elliott County;KY;32,5;;;
11/15/2021;Montgomery County;MD;78,2;;;
11/15/2021;Pickens County;SC;42,8;;;
11/15/2021;West Baton Rouge Parish;LA;49,3;;;
11/15/2021;Charles Mix County;SD;47,9;;;
11/15/2021;Fairfield County;CT;73,1;;;
11/15/2021;Henderson County;TN;38,4;;;
11/15/2021;Hardeman County;TX;43,2;;;
11/15/2021;Laclede County;MO;34,1;;;
11/15/2021;Roanoke city;VA;39,7;;;
11/15/2021;York County;ME;72,9;;;
11/15/2021;Jackson County;IL;48;;;
11/15/2021;Crawford County;MO;30,4;;;
11/15/2021;Pulaski County;AR;51,9;;;
11/15/2021;Nottoway County;VA;41,8;;;
11/15/2021;Valdez-Cordova Census Area;AK;53,6;;;
11/15/2021;Tazewell County;VA;39;;;
11/15/2021;Marion County;IA;48,8;;;
11/15/2021;Mercer County;KY;49,8;;;
11/15/2021;Linn County;KS;32,7;;;
11/15/2021;Medina County;TX;50,1;;;
11/15/2021;Covington city;VA;33,7;;;
11/15/2021;Lunenburg County;VA;45,5;;;
11/15/2021;Bottineau County;ND;45,3;;;
11/15/2021;Washington Parish;LA;37,9;;;
11/15/2021;Noble County;IN;36;;;
11/15/2021;St. Louis city;MO;51,1;;;
11/15/2021;Dauphin County;PA;59,7;;;
11/15/2021;Bledsoe County;TN;32,1;;;
11/15/2021;Morrill County;NE;32;;;
11/15/2021;Pulaski County;KY;40,7;;;
11/15/2021;Yazoo County;MS;44,6;;;
11/15/2021;Manistee County;MI;56,3;;;
11/15/2021;Anasco Municipio;PR;68,8;;;
11/15/2021;Glenn County;CA;48,7;;;
11/15/2021;Juneau City and Borough;AK;67;;;
11/15/2021;Jackson County;KS;57,9;;;
11/15/2021;Horry County;SC;52;;;
11/15/2021;Pierce County;WA;57,1;;;
11/15/2021;Foard County;TX;39,7;;;
11/15/2021;Brown County;NE;33,4;;;
11/15/2021;Aransas County;TX;52,2;;;
11/15/2021;Leavenworth County;KS;54,6;;;
11/15/2021;Independence County;AR;36,7;;;
11/15/2021;Camden County;NJ;60,5;;;
11/15/2021;Unicoi County;TN;49,7;;;
11/15/2021;Washington County;FL;29,6;;;
11/15/2021;Ascension Parish;LA;45,9;;;
11/15/2021;Grafton County;NH;68,7;;;
11/15/2021;Jones County;IA;54,4;;;
11/15/2021;Natrona County;WY;39,6;;;
11/15/2021;Grant County;SD;43,8;;;
11/15/2021;Clay County;KS;52,7;;;
11/15/2021;Merced County;CA;45,3;;;
11/15/2021;Whitman County;WA;42;;;
11/15/2021;Klamath County;OR;47;;;
11/15/2021;Beauregard Parish;LA;30,7;;;
11/15/2021;Scott County;AR;43,7;;;
11/15/2021;Catawba County;NC;49,9;;;
11/15/2021;Marlboro County;SC;39,2;;;
11/15/2021;Hamilton County;TN;51,8;;;
11/15/2021;Wabasha County;MN;66,9;;;
11/15/2021;Fountain County;IN;42,9;;;
11/15/2021;Martin County;NC;48;;;
11/15/2021;Brooke County;WV;21,8;;;
11/15/2021;Unknown County;ME;0;;;
11/15/2021;Morgan County;CO;42,4;;;
11/15/2021;Sherman County;OR;53,5;;;
11/15/2021;LaMoure County;ND;45;;;
11/15/2021;Miami County;KS;43,6;;;
11/15/2021;Garfield County;OK;45,4;;;
11/15/2021;Marion County;GA;17,8;;;
11/15/2021;Linn County;OR;51,7;;;
11/15/2021;Hamlin County;SD;40,7;;;
11/15/2021;Unknown County;GU;0;;;
11/15/2021;Tarrant County;TX;51,1;;;
11/15/2021;Humacao Municipio;PR;72,3;;;
11/15/2021;Penobscot County;ME;64,7;;;
11/15/2021;Montcalm County;MI;39,1;;;
11/15/2021;Emanuel County;GA;29,8;;;
11/15/2021;Winneshiek County;IA;57,2;;;
11/15/2021;Buckingham County;VA;37,8;;;
11/15/2021;Oglala Lakota County;SD;60,7;;;
11/15/2021;Chippewa County;MN;48,4;;;
11/15/2021;Callahan County;TX;34,1;;;
11/15/2021;Greene County;NC;46;;;
11/15/2021;Osage County;MO;37,2;;;
11/15/2021;Harper County;KS;42,9;;;
11/15/2021;De Witt County;IL;48,8;;;
11/15/2021;Ward County;ND;41,3;;;
11/15/2021;Fajardo Municipio;PR;70,3;;;
11/15/2021;Stewart County;GA;19,4;;;
11/15/2021;Wilson County;KS;39,7;;;
11/15/2021;Taney County;MO;37,5;;;
11/15/2021;Keya Paha County;NE;26,9;;;
11/15/2021;Montgomery County;NY;61;;;
11/15/2021;Marion County;FL;52,3;;;
11/15/2021;Refugio County;TX;50;;;
11/15/2021;McMullen County;TX;42,4;;;
11/15/2021;Moore County;TN;20,3;;;
11/15/2021;Kenai Peninsula Borough;AK;42,4;;;
11/15/2021;Bexar County;TX;61,6;;;
11/15/2021;Platte County;MO;50,3;;;
11/15/2021;Maunabo Municipio;PR;67,5;;;
11/15/2021;Durham County;NC;62,7;;;
11/15/2021;Glasscock County;TX;38,5;;;
11/15/2021;Cass County;IL;54,4;;;
11/15/2021;Arroyo Municipio;PR;66,7;;;
11/15/2021;Franklin County;NC;45,8;;;
11/15/2021;Iredell County;NC;47;;;
11/15/2021;Edwards County;IL;35,7;;;
11/15/2021;Broward County;FL;64,4;;;
11/15/2021;Macon County;IL;48,8;;;
11/15/2021;Pittsylvania County;VA;39,5;;;
11/15/2021;Harrison County;IA;47,7;;;
11/15/2021;Fayette County;TN;50,6;;;
11/15/2021;Colorado County;TX;47,2;;;
11/15/2021;Clay County;AR;42,2;;;
11/15/2021;Lauderdale County;MS;46,3;;;
11/15/2021;Pike County;OH;40,1;;;
11/15/2021;Glades County;FL;30,9;;;
11/15/2021;Sublette County;WY;30,1;;;
11/15/2021;Lincoln County;OK;36,3;;;
11/15/2021;Lamar County;TX;36;;;
11/15/2021;Marion County;SC;44,3;;;
11/15/2021;Weber County;UT;51,6;;;
11/15/2021;Giles County;TN;35,6;;;
11/15/2021;Panola County;MS;42,4;;;
11/15/2021;Albany County;WY;48,4;;;
11/15/2021;Sussex County;VA;33,8;;;
11/15/2021;Wyoming County;PA;57,6;;;
11/15/2021;Contra Costa County;CA;72,6;;;
11/15/2021;Madison County;ID;44,3;;;
11/15/2021;Owen County;KY;34,1;;;
11/15/2021;Dickson County;TN;43,9;;;
11/15/2021;Presidio County;TX;80,5;;;
11/15/2021;Crosby County;TX;41;;;
11/15/2021;Lincoln County;GA;20,5;;;
11/15/2021;Archuleta County;CO;53,3;;;
11/15/2021;Loiza Municipio;PR;49,2;;;
11/15/2021;Miller County;GA;23,1;;;
11/15/2021;Lincoln County;WI;51;;;
11/15/2021;Okfuskee County;OK;42,5;;;
11/15/2021;Williamson County;TN;59,7;;;
11/15/2021;San Miguel County;CO;75,4;;;
11/15/2021;Carbon County;PA;58,8;;;
11/15/2021;Fremont County;ID;37,7;;;
11/15/2021;Suffolk County;MA;65,7;;;
11/15/2021;Garvin County;OK;43;;;
11/15/2021;Fulton County;PA;32,1;;;
11/15/2021;Huntingdon County;PA;47,8;;;
11/15/2021;St. Lucie County;FL;53,1;;;
11/15/2021;Pondera County;MT;48,9;;;
11/15/2021;Pasco County;FL;53,2;;;
11/15/2021;Grundy County;MO;32,7;;;
11/15/2021;Roosevelt County;MT;58,3;;;
11/15/2021;Piscataquis County;ME;57,5;;;
11/15/2021;Beaufort County;NC;49,9;;;
11/15/2021;Crockett County;TX;41,7;;;
11/15/2021;Wayne County;UT;48,7;;;
11/15/2021;Macon County;NC;54,5;;;
11/15/2021;Montgomery County;MO;45,3;;;
11/15/2021;Dare County;NC;68,7;;;
11/15/2021;Comanche County;KS;43,1;;;
11/15/2021;Skagway Municipality;AK;67,5;;;
11/15/2021;Polk County;GA;15,8;;;
11/15/2021;Henderson County;NC;52,2;;;
11/15/2021;Iosco County;MI;53,1;;;
11/15/2021;Armstrong County;PA;54,8;;;
11/15/2021;Cedar County;NE;38,2;;;
11/14/2021;Brunswick County;NC;56,5;;;
11/14/2021;Crockett County;TX;41,7;;;
11/14/2021;Houston County;TX;38,2;;;
11/14/2021;Walworth County;WI;49;;;
11/14/2021;Dickinson County;MI;62,6;;;
11/14/2021;Washington County;PA;59,9;;;
11/14/2021;Santa Isabel Municipio;PR;64,4;;;
11/14/2021;Barnwell County;SC;50,4;;;
11/14/2021;St. Louis County;MO;56,7;;;
11/14/2021;Greene County;AL;45,7;;;
11/14/2021;Alger County;MI;59,3;;;
11/14/2021;Luce County;MI;41,7;;;
11/14/2021;Randolph County;MO;34;;;
11/14/2021;Kent County;RI;71,4;;;
11/14/2021;Winston County;MS;44,1;;;
11/14/2021;Lynn County;TX;35,5;;;
11/14/2021;Fremont County;CO;39,5;;;
11/14/2021;Cleveland County;NC;44,8;;;
11/14/2021;Morgan County;CO;42,3;;;
11/14/2021;McClain County;OK;44,1;;;
11/14/2021;Union County;SD;46,3;;;
11/14/2021;Pike County;PA;52,8;;;
11/14/2021;Catawba County;NC;49,9;;;
11/14/2021;Barbour County;WV;6,8;;;
11/14/2021;Knox County;KY;33,3;;;
11/14/2021;Guayanilla Municipio;PR;73,2;;;
11/14/2021;Pulaski County;KY;40,7;;;
11/14/2021;Troup County;GA;22;;;
11/14/2021;Lincoln County;MS;35,3;;;
11/14/2021;Crook County;WY;26,3;;;
11/14/2021;Moffat County;CO;38,8;;;
11/14/2021;Pasquotank County;NC;47,9;;;
11/14/2021;Tioga County;PA;40,7;;;
11/14/2021;Dickinson County;KS;48,5;;;
11/14/2021;Roberts County;TX;29,9;;;
11/14/2021;Jefferson County;NE;50,5;;;
11/14/2021;Kiowa County;CO;35,1;;;
11/14/2021;Esmeralda County;NV;38,1;;;
11/14/2021;Bent County;CO;24;;;
11/14/2021;Houston County;AL;38,6;;;
11/14/2021;Jackson County;FL;38,1;;;
11/14/2021;Young County;TX;37,9;;;
11/14/2021;Adair County;MO;41,5;;;
11/14/2021;Luna County;NM;64,3;;;
11/14/2021;Tunica County;MS;45,7;;;
11/14/2021;Butler County;KY;41,1;;;
11/14/2021;St. John Island;VI;0;;;
11/14/2021;Meigs County;OH;40;;;
11/14/2021;Lawrence County;MO;35;;;
11/14/2021;Modoc County;CA;0;;;
11/14/2021;Graham County;KS;67,4;;;
11/14/2021;Colonial Heights city;VA;36;;;
11/14/2021;Jersey County;IL;51,1;;;
11/14/2021;McDuffie County;GA;19,4;;;
11/14/2021;Polk County;IA;60,4;;;
11/14/2021;Lincoln County;ID;34,8;;;
11/14/2021;Stark County;OH;49,3;;;
11/14/2021;Owyhee County;ID;29,2;;;
11/14/2021;Greenwood County;KS;45,8;;;
11/14/2021;Simpson County;KY;46,3;;;
11/14/2021;Bartholomew County;IN;54,4;;;
11/14/2021;Pontotoc County;OK;46,9;;;
11/14/2021;Mississippi County;MO;40,4;;;
11/14/2021;Waupaca County;WI;49,7;;;
11/14/2021;Oregon County;MO;28,5;;;
11/14/2021;Uintah County;UT;36,1;;;
11/14/2021;Madison County;ID;44,3;;;
11/14/2021;Guadalupe County;NM;63,7;;;
11/14/2021;Miami County;IN;38,6;;;
11/14/2021;West Baton Rouge Parish;LA;49,3;;;
11/14/2021;Union County;NC;49;;;
11/14/2021;Randolph County;IL;47,6;;;
11/14/2021;Worth County;IA;48;;;
11/14/2021;Ashley County;AR;45,9;;;
11/14/2021;Perry County;OH;37,3;;;
11/14/2021;Hidalgo County;TX;62,3;;;
11/14/2021;Pierce County;NE;34,8;;;
11/14/2021;Washington County;GA;15,8;;;
11/14/2021;Clinton County;KY;36,7;;;
11/14/2021;Baker County;GA;34,6;;;
11/14/2021;Kent County;TX;36,4;;;
11/14/2021;Harrison County;MS;48,8;;;
11/14/2021;Montour County;PA;72,7;;;
11/14/2021;Karnes County;TX;51,4;;;
11/14/2021;Corozal Municipio;PR;70,2;;;
11/14/2021;Monroe County;MS;46,5;;;
11/14/2021;Burlington County;NJ;67,1;;;
11/14/2021;Hamblen County;TN;39;;;
11/14/2021;Burnett County;WI;52,1;;;
11/14/2021;Hinsdale County;CO;56,3;;;
11/14/2021;Yellow Medicine County;MN;52,9;;;
11/14/2021;Gem County;ID;35,2;;;
11/14/2021;Dunn County;WI;44,6;;;
11/14/2021;Unknown County;OK;0;;;
11/14/2021;Woodford County;IL;50,8;;;
11/14/2021;Crawford County;WI;53,3;;;
11/14/2021;Douglas County;MN;52,3;;;
11/14/2021;Steele County;ND;42,6;;;
11/14/2021;Cuming County;NE;48,1;;;
11/14/2021;Carter County;OK;39,5;;;
11/14/2021;Cobb County;GA;39,7;;;
11/14/2021;Monroe County;NY;65,6;;;
11/14/2021;Spencer County;KY;25,9;;;
11/14/2021;White County;TN;39,4;;;
11/14/2021;Caddo County;OK;57,8;;;
11/14/2021;Prince Edward County;VA;30,5;;;
11/14/2021;Pueblo County;CO;50,7;;;
11/14/2021;Norfolk city;VA;49,2;;;
11/14/2021;Wyoming County;NY;46,7;;;
11/14/2021;Ceiba Municipio;PR;67,2;;;
11/14/2021;McCurtain County;OK;32,6;;;
11/14/2021;Duval County;TX;55;;;
11/14/2021;San Juan Municipio;PR;68,4;;;
11/14/2021;Echols County;GA;15,2;;;
11/14/2021;Chautauqua County;NY;53,6;;;
11/14/2021;Lyon County;IA;37,7;;;
11/14/2021;Jackson County;MN;47,2;;;
11/14/2021;Union County;SC;37,7;;;
11/14/2021;Crow Wing County;MN;51,9;;;
11/14/2021;Jefferson County;CO;70,5;;;
11/14/2021;Swain County;NC;49,8;;;
11/14/2021;Sullivan County;TN;51,6;;;
11/14/2021;Gilpin County;CO;54,1;;;
11/14/2021;Edwards County;KS;44,1;;;
11/14/2021;Garfield County;MT;18,1;;;
11/14/2021;Carbon County;PA;58,7;;;
11/14/2021;Mesa County;CO;45;;;
11/14/2021;Platte County;MO;50,3;;;
11/14/2021;Fulton County;IN;37,3;;;
11/14/2021;Elmore County;ID;39,2;;;
11/14/2021;Putnam County;OH;44,5;;;
11/14/2021;Allegany County;NY;39,4;;;
11/14/2021;Franklin County;ID;36,7;;;
11/14/2021;Fremont County;IA;47,3;;;
11/14/2021;Steele County;MN;55;;;
11/14/2021;Wilson County;KS;39,7;;;
11/14/2021;Sherman County;NE;37,1;;;
11/14/2021;Franklin County;ME;58;;;
11/14/2021;Choctaw County;AL;59,6;;;
11/14/2021;Isle of Wight County;VA;45,9;;;
11/14/2021;Guam;GU;58,7;;;
11/14/2021;Montgomery County;TN;52,3;;;
11/14/2021;Clark County;ID;34,3;;;
11/14/2021;Acadia Parish;LA;48,5;;;
11/14/2021;Taylor County;FL;36;;;
11/14/2021;Vilas County;WI;61,7;;;
11/14/2021;Clark County;KS;43,1;;;
11/14/2021;Audubon County;IA;55,1;;;
11/14/2021;Allen County;IN;48,3;;;
11/14/2021;Codington County;SD;49,5;;;
11/14/2021;Floyd County;KY;53,3;;;
11/14/2021;Oconee County;GA;28;;;
11/14/2021;Wayne County;IA;38,6;;;
11/14/2021;Unknown County;MP;0;;;
11/14/2021;Polk County;AR;32,2;;;
11/14/2021;Coke County;TX;35,3;;;
11/14/2021;Wabasha County;MN;66,9;;;
11/14/2021;Howard County;MD;75,2;;;
11/14/2021;Boone County;IN;64,2;;;
11/14/2021;Meeker County;MN;43,2;;;
11/14/2021;Putnam County;IL;52,3;;;
11/14/2021;Knox County;IL;54;;;
11/14/2021;Monterey County;CA;61,3;;;
11/14/2021;Parmer County;TX;36,6;;;
11/14/2021;Dawson County;GA;13,8;;;
11/14/2021;Custer County;CO;44,4;;;
11/14/2021;Wichita County;KS;46,4;;;
11/14/2021;Waller County;TX;37,4;;;
11/14/2021;Marin County;CA;78,8;;;
11/14/2021;Wirt County;WV;6,4;;;
11/14/2021;Washtenaw County;MI;66,4;;;
11/14/2021;Plaquemines Parish;LA;55,8;;;
11/14/2021;McMinn County;TN;36,4;;;
11/14/2021;Yancey County;NC;46,6;;;
11/14/2021;White County;IN;50,7;;;
11/14/2021;Charlottesville city;VA;48,2;;;
11/14/2021;Atchison County;KS;40,8;;;
11/14/2021;West Feliciana Parish;LA;82,8;;;
11/14/2021;Collier County;FL;64,9;;;
11/14/2021;Sheridan County;ND;34,8;;;
11/14/2021;Hormigueros Municipio;PR;73,1;;;
11/14/2021;Maury County;TN;58,5;;;
11/14/2021;Mercer County;NJ;62,2;;;
11/14/2021;Coahoma County;MS;45,9;;;
11/14/2021;Marshall County;AL;41;;;
11/14/2021;Niagara County;NY;60,8;;;
11/14/2021;Cimarron County;OK;29,2;;;
11/14/2021;Sierra County;NM;60,6;;;
11/14/2021;Tuscaloosa County;AL;39,4;;;
11/14/2021;Levy County;FL;42,8;;;
11/14/2021;Milwaukee County;WI;57;;;
11/14/2021;Greene County;PA;44,2;;;
11/14/2021;Calhoun County;MS;39,5;;;
11/14/2021;Rowan County;KY;46,9;;;
11/14/2021;Wasco County;OR;60,2;;;
11/14/2021;Belknap County;NH;56,9;;;
11/14/2021;Cumberland County;PA;63,9;;;
11/14/2021;Queen Anne's County;MD;60,3;;;
11/14/2021;Liberty County;FL;32,6;;;
11/14/2021;Patillas Municipio;PR;71,5;;;
11/14/2021;Montgomery County;PA;63,3;;;
11/14/2021;Newaygo County;MI;41,3;;;
11/14/2021;Clayton County;GA;21,7;;;
11/14/2021;Mono County;CA;0;;;
11/14/2021;Ripley County;MO;26,5;;;
11/14/2021;Richland County;OH;39,9;;;
11/14/2021;Irion County;TX;38,5;;;
11/14/2021;Hancock County;OH;46,5;;;
11/14/2021;Graham County;NC;45,4;;;
11/14/2021;Fannin County;TX;39,8;;;
11/14/2021;Harding County;SD;17,3;;;
11/14/2021;Knox County;IN;46,4;;;
11/14/2021;Alcorn County;MS;35,4;;;
11/14/2021;Stanton County;NE;25,5;;;
11/14/2021;Guadalupe County;TX;49,4;;;
11/14/2021;Rains County;TX;33,3;;;
11/14/2021;Shelby County;TN;48,5;;;
11/14/2021;Prairie County;AR;39,3;;;
11/14/2021;Union County;IA;47,4;;;
11/14/2021;Summers County;WV;18,1;;;
11/14/2021;Peoria County;IL;55,5;;;
11/14/2021;Bay County;MI;53,1;;;
11/14/2021;Southampton County;VA;35,5;;;
11/14/2021;Ada County;ID;52,9;;;
11/14/2021;Murray County;GA;16,6;;;
11/14/2021;Franklin city;VA;36,7;;;
11/14/2021;Tallapoosa County;AL;35,4;;;
11/14/2021;Lee County;KY;45,8;;;
11/14/2021;Newton County;MO;23,6;;;
11/14/2021;Marlboro County;SC;39,2;;;
11/14/2021;Brown County;SD;50,3;;;
11/14/2021;Cass County;TX;32,3;;;
11/14/2021;Concho County;TX;44,6;;;
11/14/2021;Kings County;NY;61;;;
11/14/2021;Unknown County;NM;0;;;
11/14/2021;San Juan County;UT;53;;;
11/14/2021;Kewaunee County;WI;47,9;;;
11/14/2021;Etowah County;AL;37,4;;;
11/14/2021;Unknown County;CO;0;;;
11/14/2021;Yates County;NY;48,2;;;
11/14/2021;Wilkes County;GA;18,7;;;
11/14/2021;Colfax County;NE;41,1;;;
11/14/2021;Jessamine County;KY;48,5;;;
11/14/2021;Alameda County;CA;71,9;;;
11/14/2021;Metcalfe County;KY;36,3;;;
11/14/2021;Tillamook County;OR;60,7;;;
11/14/2021;Porter County;IN;52,5;;;
11/14/2021;Blackford County;IN;42,3;;;
11/14/2021;LaPorte County;IN;51,9;;;
11/14/2021;Currituck County;NC;49,6;;;
11/14/2021;Steuben County;IN;44,4;;;
11/14/2021;Crawford County;GA;18,8;;;
11/14/2021;Grant County;AR;41,8;;;
11/14/2021;Otero County;CO;43,7;;;
